response,previous_response,contrast,previous_contrast,orientation,ID,predictor,Gl_Prob_State_ext,Gl_Prob_State_int
1,1,2,0,-10.0,21,1,0.6272939521160589,0.37270604788388784
1,1,-1,2,,21,3,0.5652870646535985,0.4347129353464465
1,1,-1,0,,21,1,0.5486853969067725,0.45131460309318966
0,1,-1,0,,21,1,0.5631265450771534,0.4368734549228145
1,-1,1,0,0.0,21,-1,0.5550959068221489,0.4449040931778879
1,1,1,1,1.0,21,2,0.5207956879751502,0.47920431202480634
1,1,2,1,10.0,21,2,0.4931152099948029,0.5068847900052484
1,1,-1,2,,21,3,0.46653702305651296,0.5334629769434359
0,1,-1,0,,21,1,0.4719564084470897,0.528043591552955
1,-1,-1,0,,21,-1,0.4540929758289655,0.5459070241710188
0,1,-1,0,,21,1,0.37959073132271065,0.6204092686772362
0,-1,-1,0,,21,-1,0.22814259269905113,0.7718574073009113
0,-1,1,0,-2.0,21,-1,0.09616400574612417,0.903835994253873
0,-1,1,1,0.0,21,0,0.042552056291142074,0.9574479437088141
0,-1,1,1,-1.0,21,0,0.020926074738422323,0.9790739252615247
0,-1,2,1,-10.0,21,0,0.012577032312157461,0.9874229676878572
0,-1,1,2,0.0,21,1,0.014008105279180028,0.9859918947208482
1,-1,1,1,3.0,21,0,0.0214529630691412,0.9785470369308128
1,1,1,1,1.0,21,2,0.01987985681135706,0.980120143188637
1,1,1,1,0.0,21,2,0.01753484012609316,0.9824651598738865
1,1,-1,1,,21,2,0.0143591139232241,0.9856408860767435
1,1,1,0,0.0,21,1,0.016401701095709768,0.9835982989042424
1,1,1,1,-3.0,21,2,0.01752826089977263,0.9824717391001926
1,1,1,1,-1.0,21,2,0.017767040764044922,0.9822329592359419
1,1,-1,1,,21,2,0.017124027869278014,0.9828759721307335
1,1,2,0,10.0,21,1,0.022618022139900596,0.9773819778601314
1,1,1,2,-2.0,21,3,0.026273336716935342,0.9737266632830318
1,1,1,1,-3.0,21,2,0.029426871093482222,0.9705731289064781
0,1,-1,1,,21,2,0.032157697181129076,0.9678423028188268
0,-1,-1,0,,21,-1,0.024594962372204765,0.9754050376278156
0,-1,-1,0,,21,-1,0.016763117282799306,0.9832368827171538
0,-1,1,0,3.0,21,-1,0.008465785755703925,0.9915342142443434
0,-1,1,1,-2.0,21,0,0.005397407364652949,0.9946025926353169
0,-1,2,1,-10.0,21,0,0.004903472325978413,0.9950965276739965
0,-1,1,2,-1.0,21,1,0.009685370088482534,0.9903146299115222
1,-1,-1,1,,21,0,0.021543629735147382,0.9784563702648338
1,1,-1,0,,21,1,0.019808520833214795,0.9801914791667647
1,1,-1,0,,21,1,0.02466133008717606,0.9753386699128384
1,1,2,0,10.0,21,1,0.040300310776514484,0.9596996892235309
0,1,-1,2,,21,3,0.05441406840974558,0.9455859315902303
1,-1,1,0,-1.0,21,-1,0.05512407163438704,0.9448759283655672
1,1,1,1,0.0,21,2,0.04276609028826964,0.9572339097117201
1,1,-1,1,,21,2,0.03096917167610344,0.9690308283238783
1,1,-1,0,,21,1,0.029227221517884157,0.9707727784821681
0,1,2,0,-10.0,21,1,0.03603324714570421,0.9639667528543152
0,-1,1,2,-1.0,21,1,0.028539009550080218,0.971460990449945
0,-1,1,1,-3.0,21,0,0.029603342142263296,0.9703966578577068
0,-1,-1,1,,21,0,0.04014701834683594,0.959852981653203
0,-1,1,0,1.0,21,-1,0.051071281226964436,0.9489287187729977
0,-1,-1,1,,21,0,0.08238946320456227,0.9176105367954317
0,-1,1,0,-2.0,21,-1,0.11726880768449653,0.8827311923154735
1,-1,2,1,10.0,21,0,0.20619774247455008,0.7938022575254569
1,1,1,2,0.0,21,3,0.26460421581994775,0.735395784180087
0,1,-1,1,,21,2,0.3319029938876173,0.6680970061124022
1,-1,1,0,0.0,21,-1,0.3606519387827719,0.6393480612171827
0,1,-1,1,,21,2,0.3644468036387873,0.6355531963612329
1,-1,1,0,0.0,21,-1,0.34508222982213466,0.6549177701778203
1,1,1,1,-2.0,21,2,0.2934004563750874,0.7065995436249519
1,1,1,1,2.0,21,2,0.2489462030039998,0.7510537969959983
1,1,1,1,2.0,21,2,0.2106048210725999,0.7893951789273849
1,1,1,1,-1.0,21,2,0.1774149364525863,0.8225850635474642
1,1,2,1,-10.0,21,2,0.14854434397057922,0.8514556560293897
1,1,-1,2,,21,3,0.1190985018453782,0.8809014981546217
1,1,1,0,-1.0,21,1,0.11297658537244608,0.8870234146275212
0,1,-1,1,,21,2,0.10826211363702917,0.8917378863630168
0,-1,-1,0,,21,-1,0.08495991861143645,0.9150400813886089
0,-1,-1,0,,21,-1,0.06395576962920596,0.9360442303707939
0,-1,-1,0,,21,-1,0.04472300738907856,0.9552769926109164
0,-1,1,0,3.0,21,-1,0.026779388447979165,0.9732206115520682
0,-1,-1,1,,21,0,0.020885550392228665,0.9791144496078239
0,-1,-1,0,,21,-1,0.01448605328087847,0.985513946719113
0,-1,1,0,-1.0,21,-1,0.007420435736503505,0.9925795642634492
0,-1,1,1,3.0,21,0,0.0048449939120325265,0.9951550060880217
0,-1,1,1,-2.0,21,0,0.0045316663857462745,0.995468333614268
0,-1,-1,1,,21,0,0.006209387833223614,0.9937906121667534
0,-1,-1,0,,21,-1,0.006452738865330574,0.9935472611346908
0,-1,1,0,3.0,21,-1,0.005267821280558021,0.9947321787194937
0,-1,-1,1,,21,0,0.006361418651222925,0.9936385813488193
0,-1,-1,0,,21,-1,0.006019871598778452,0.9939801284012484
0,-1,1,0,-2.0,21,-1,0.00423461615178498,0.995765383848248
0,-1,-1,1,,21,0,0.004324412572899836,0.9956755874271104
0,-1,1,0,-1.0,21,-1,0.0028428437838818772,0.9971571562161564
0,-1,1,1,-1.0,21,0,0.0025287319463105115,0.997471268053736
0,-1,-1,1,,21,0,0.0031103332138482363,0.9968896667861982
0,-1,1,0,-2.0,21,-1,0.0020133826726249763,0.9979866173274153
0,-1,1,1,-1.0,21,0,0.0015501350581403229,0.9984498649418223
0,-1,2,1,10.0,21,0,0.0013198264592364892,0.9986801735407218
0,-1,-1,2,,21,1,0.0025692002820659346,0.9974307997179515
0,-1,1,0,-1.0,21,-1,0.002090958989904819,0.9979090410101169
0,-1,1,1,3.0,21,0,0.002226767793257641,0.9977732322067501
0,-1,-1,1,,21,0,0.003094117350467202,0.9969058826495258
0,-1,2,0,-10.0,21,-1,0.0022801947888871914,0.9977198052111571
0,-1,1,2,3.0,21,1,0.004080999639027585,0.9959190003610231
0,-1,-1,1,,21,0,0.008380771979504887,0.991619228020472
0,-1,-1,0,,21,-1,0.01151343049203737,0.9884865695079884
0,-1,-1,0,,21,-1,0.013557523645537159,0.9864424763544581
0,-1,-1,0,,21,-1,0.014564305155306191,0.9854356948446917
0,-1,-1,0,,21,-1,0.01455901912178083,0.9854409808782192
0,-1,-1,0,,21,-1,0.013541533002636498,0.9864584669973185
0,-1,-1,0,,21,-1,0.011486334289416205,0.9885136657105352
0,-1,-1,0,,21,-1,0.008341890805342703,0.9916581091946308
0,-1,2,0,-10.0,21,-1,0.0040293585844115845,0.9959706414156358
0,-1,-1,2,,21,1,0.0043201897500420175,0.9956798102500064
0,-1,1,0,1.0,21,-1,0.0030355028154786744,0.9969644971845674
0,-1,1,1,-3.0,21,0,0.0029889837629144176,0.9970110162371013
0,-1,-1,1,,21,0,0.004140388116464854,0.9958596118835911
0,-1,-1,0,,21,-1,0.0037004003452871356,0.9962995996547547
0,-1,2,0,-10.0,21,-1,0.0016579881694095313,0.9983420118305624
0,-1,1,2,1.0,21,1,0.0016651547662282589,0.9983348452337238
0,-1,1,1,0.0,21,0,0.0019806254154817477,0.9980193745845674
0,-1,1,1,-1.0,21,0,0.002877319496131447,0.9971226805039035
0,-1,-1,1,,21,0,0.005130983316711942,0.9948690166832681
0,-1,-1,0,,21,-1,0.00589822451006003,0.994101775489932
0,-1,2,0,-10.0,21,-1,0.005198280928237031,0.9948017190717517
0,-1,-1,2,,21,1,0.009917285307315,0.9900827146927162
0,-1,1,0,-1.0,21,-1,0.013576266796036905,0.9864237332039121
0,-1,-1,1,,21,0,0.02450065787780104,0.9754993421221719
0,-1,-1,0,,21,-1,0.035463057265720556,0.964536942734249
0,-1,-1,0,,21,-1,0.0467383368247332,0.9532616631752564
0,-1,-1,0,,21,-1,0.05860921359610287,0.9413907864038435
0,-1,-1,0,,21,-1,0.07137333866162536,0.9286266613383948
0,-1,1,0,-3.0,21,-1,0.08535076046477535,0.9146492395352224
1,-1,2,1,10.0,21,0,0.1263649305373032,0.8736350694627024
1,1,-1,2,,21,3,0.1509240259572219,0.8490759740428186
1,1,-1,0,,21,1,0.2186126430705911,0.7813873569294584
1,1,1,0,-3.0,21,1,0.38798943191042656,0.6120105680896041
0,1,-1,1,,21,2,0.5833899475359122,0.41661005246410593
0,-1,-1,0,,21,-1,0.6815316658086057,0.3184683341914046
1,-1,1,0,3.0,21,-1,0.7963659117249545,0.20363408827508908
0,1,1,1,-3.0,21,2,0.8538103596400044,0.14618964036000928
1,-1,-1,1,,21,0,0.8698213087219179,0.1301786912780852
1,1,-1,0,,21,1,0.8629595644794688,0.1370404355204839
1,1,2,0,-10.0,21,1,0.8793847190224744,0.12061528097747908
0,1,-1,2,,21,3,0.8982373953636208,0.10176260463636926
1,-1,1,0,1.0,21,-1,0.9030685648575937,0.09693143514237143
1,1,1,1,-1.0,21,2,0.8961629509273625,0.10383704907263241
1,1,1,1,-2.0,21,2,0.894016642035054,0.10598335796497844
1,1,-1,1,,21,2,0.896575821501696,0.10342417849832275
0,1,-1,0,,21,1,0.9234599585404529,0.07654004145950472
1,-1,1,0,-2.0,21,-1,0.9348770385156766,0.0651229614843743
1,1,1,1,-3.0,21,2,0.936226348302148,0.06377365169785523
1,1,2,1,10.0,21,2,0.9419143150384904,0.05808568496149022
0,1,-1,2,,21,3,0.9500205800755318,0.04997941992450403
1,-1,1,0,3.0,21,-1,0.9498512779435148,0.05014872205647217
1,1,1,1,-3.0,21,2,0.9413263434436674,0.058673656556308344
0,1,-1,1,,21,2,0.9371950817159252,0.0628049182840853
1,-1,2,0,10.0,21,-1,0.9223389536970565,0.07766104630295236
1,1,1,2,-2.0,21,3,0.8996532145929417,0.100346785407066
1,1,1,1,-2.0,21,2,0.882785937888634,0.11721406211139535
0,1,-1,1,,21,2,0.8713141924683904,0.12868580753162087
0,-1,-1,0,,21,-1,0.841101087229321,0.15889891277070603
1,-1,2,0,10.0,21,-1,0.8176086024702888,0.1823913975297111
1,1,1,2,1.0,21,3,0.7806603105720996,0.21933968942788923
1,1,1,1,-1.0,21,2,0.7511550426913155,0.24884495730868392
1,1,1,1,1.0,21,2,0.7283529819574533,0.2716470180425453
1,1,1,1,2.0,21,2,0.711682388121232,0.2883176118787458
0,1,-1,1,,21,2,0.7007252617051458,0.2992747382949034
0,-1,-1,0,,21,-1,0.6648246180830654,0.33517538191690455
1,-1,-1,0,,21,-1,0.6361269692236966,0.3638730307763463
1,1,1,0,1.0,21,1,0.5393870764231881,0.46061292357685774
1,1,-1,1,,21,2,0.4565355719981674,0.5434644280018643
1,1,-1,0,,21,1,0.4291703394087534,0.5708296605913032
1,1,2,0,10.0,21,1,0.43361721973975137,0.5663827802602358
1,1,1,2,-3.0,21,3,0.43864888133332713,0.5613511186667179
0,1,-1,1,,21,2,0.4482774095936403,0.5517225904064044
1,-1,1,0,0.0,21,-1,0.43492513622158485,0.5650748637784636
1,1,1,1,0.0,21,2,0.3922775960011587,0.6077224039988419
1,1,1,1,-1.0,21,2,0.3564602266353304,0.6435397733646259
1,1,2,1,-10.0,21,2,0.3265749412394165,0.6734250587605479
1,1,-1,2,,21,3,0.2970538289703272,0.7029461710296312
1,1,1,0,-1.0,21,1,0.2974596576317229,0.7025403423682445
1,1,1,1,1.0,21,2,0.30135526863191703,0.6986447313681009
1,1,1,1,-3.0,21,2,0.3088383407565673,0.6911616592433968
1,1,1,1,0.0,21,2,0.32009650500851267,0.6799034949914798
1,1,-1,1,,21,2,0.3354120492788281,0.6645879507212101
1,1,1,0,3.0,21,1,0.39208166181846327,0.607918338181482
1,1,1,1,1.0,21,2,0.4582286590757511,0.5417713409242376
1,1,1,1,-2.0,21,2,0.5355116148584724,0.46448838514156854
1,1,1,1,-3.0,21,2,0.6258683266718309,0.3741316733281772
1,1,1,1,0.0,21,2,0.731564404169914,0.2684355958300601
0,1,1,1,0.0,21,2,0.8552500771895082,0.14474992281046276
0,-1,-1,1,,21,0,0.8978836262860121,0.10211637371399801
1,-1,-1,0,,21,-1,0.9496425230038327,0.05035747699614466
0,1,1,0,1.0,21,1,0.9670966202783806,0.03290337972165258
1,-1,-1,1,,21,0,0.9704797033264535,0.029520296673492888
0,1,2,0,10.0,21,1,0.9637136350033391,0.03628636499671332
0,-1,-1,2,,21,1,0.9412016147371092,0.05879838526284954
0,-1,1,0,3.0,21,-1,0.9242680472130607,0.07573195278695649
1,-1,1,1,-2.0,21,0,0.9267043771672162,0.07329562283282921
1,1,1,1,0.0,21,2,0.9190151037547434,0.08098489624521515
0,1,1,1,-1.0,21,2,0.9159186305708394,0.08408136942920136
1,-1,1,1,1.0,21,0,0.8906765202517634,0.10932347974819846
0,1,-1,1,,21,2,0.8382897897964268,0.161710210203556
1,-1,2,0,-10.0,21,-1,0.733984067229491,0.26601593277047186
1,1,1,2,-1.0,21,3,0.5817824999109872,0.41821750008901554
1,1,-1,1,,21,2,0.45076042943009564,0.5492395705699601
1,1,1,0,-2.0,21,1,0.4014035764943398,0.5985964235057035
1,1,-1,1,,21,2,0.3596448842445481,0.6403551157553983
1,1,1,0,0.0,21,1,0.3532270981158332,0.64677290188422
0,1,-1,1,,21,2,0.35078010349343,0.6492198965066066
0,-1,2,0,10.0,21,-1,0.3238906711448334,0.6761093288552189
1,-1,1,2,-2.0,21,1,0.34346918084374367,0.6565308191562953
1,1,-1,1,,21,2,0.34003708477265965,0.659962915227343
1,1,-1,0,,21,1,0.366826310884893,0.6331736891151188
1,1,1,0,1.0,21,1,0.4470127044476055,0.5529872955524331
1,1,2,1,10.0,21,2,0.5402593720353992,0.45974062796455434
1,1,1,2,-3.0,21,3,0.6363277526847115,0.3636722473153175
0,1,1,1,-3.0,21,2,0.7486123639580685,0.2513876360418911
0,-1,-1,1,,21,0,0.7850641000203676,0.21493589997968687
1,-1,1,0,1.0,21,-1,0.8298049261286956,0.17019507387125088
0,1,1,1,3.0,21,2,0.8491033712560838,0.1508966287438929
1,-1,-1,1,,21,0,0.8434808209886049,0.1565191790113494
0,1,2,0,-10.0,21,1,0.8064192943220626,0.19358070567796237
0,-1,1,2,-2.0,21,1,0.7039601306513541,0.29603986934867177
0,-1,-1,1,,21,0,0.6673674968867755,0.33263250311325293
1,-1,-1,0,,21,-1,0.6380506528391476,0.3619493471609036
0,1,-1,0,,21,1,0.5398792063043617,0.46012079369559467
0,-1,-1,0,,21,-1,0.34405518566586984,0.655944814334106
0,-1,1,0,-3.0,21,-1,0.17410880971582315,0.8258911902842138
0,-1,1,1,2.0,21,0,0.10568293341401604,0.8943170665860307
0,-1,2,1,10.0,21,0,0.07958109043506194,0.9204189095649294
0,-1,1,2,-1.0,21,1,0.08224933377961337,0.9177506662203558
0,-1,1,1,1.0,21,0,0.10263874814267537,0.8973612518573577
0,-1,1,1,0.0,21,0,0.158388585602074,0.8416114143978927
0,-1,-1,1,,21,0,0.2977290414315854,0.7022709585683776
0,-1,-1,0,,21,-1,0.45806002195997336,0.5419399780399888
1,-1,2,0,-10.0,21,-1,0.643401675885217,0.35659832411472875
0,1,-1,2,,21,3,0.7701580312693938,0.22984196873057294
1,-1,1,0,-1.0,21,-1,0.8336261762384449,0.16637382376157273
0,1,-1,1,,21,2,0.8638210290430829,0.13617897095690237
0,-1,-1,0,,21,-1,0.8750221316325508,0.12497786836744848
1,-1,1,0,-2.0,21,-1,0.8916366271038098,0.10836337289617932
1,1,2,1,10.0,21,2,0.8944644391070076,0.10553556089304811
1,1,1,2,-3.0,21,3,0.8995999249970044,0.10040007500301829
1,1,1,1,2.0,21,2,0.9095926130829682,0.0904073869170565
0,1,-1,1,,21,2,0.9246930606299911,0.07530693936999809
0,-1,-1,0,,21,-1,0.92820890285465,0.07179109714539271
1,-1,2,0,10.0,21,-1,0.936240724935585,0.06375927506440565
1,1,1,2,-2.0,21,3,0.9396885019594359,0.060311498040539695
0,1,-1,1,,21,2,0.9475150517510739,0.05248494824896038
1,-1,1,0,-2.0,21,-1,0.9468851004938649,0.05311489950618658
0,1,-1,1,,21,2,0.9375007359752833,0.06249926402467163
0,-1,-1,0,,21,-1,0.9149239691225262,0.08507603087745753
0,-1,1,0,3.0,21,-1,0.8980826339501616,0.1019173660498679
1,-1,2,1,-10.0,21,0,0.9024666307104331,0.0975333692895249
1,1,1,2,0.0,21,3,0.901130848792198,0.09886915120780784
1,1,1,1,3.0,21,2,0.9044461859851137,0.09555381401493605
1,1,1,1,-2.0,21,2,0.9124957712542694,0.08750422874571653
0,1,-1,1,,21,2,0.9254814403874577,0.07451855961249002
1,-1,1,0,3.0,21,-1,0.9274289920077088,0.07257100799225978
1,1,2,1,-10.0,21,2,0.9192594488216776,0.08074055117829639
0,1,-1,2,,21,3,0.9134707780569836,0.08652922194298543
0,-1,-1,0,,21,-1,0.894362648593431,0.10563735140655492
1,-1,1,0,2.0,21,-1,0.8807735813964541,0.11922641860351746
0,1,-1,1,,21,2,0.8477441558140888,0.15225584418595015
0,-1,1,0,-2.0,21,-1,0.7796543232500044,0.220345676750044
0,-1,-1,1,,21,0,0.7583377112650032,0.2416622887349879
1,-1,2,0,-10.0,21,-1,0.7430402470501095,0.25695975294994483
1,1,1,2,-1.0,21,3,0.7151879423048834,0.28481205769509327
0,1,1,1,3.0,21,2,0.6938705223445994,0.30612947765542475
0,-1,-1,1,,21,0,0.6160263116630568,0.3839736883369354
0,-1,-1,0,,21,-1,0.5500019628424704,0.4499980371575522
0,-1,-1,0,,21,-1,0.49414197736915655,0.5058580226308864
0,-1,1,0,-2.0,21,-1,0.44704571859056497,0.5529542814094455
0,-1,1,1,2.0,21,0,0.43840805495033713,0.5615919450496997
1,-1,1,1,-1.0,21,0,0.4607563870102497,0.5392436129897035
1,1,-1,1,,21,2,0.4591871657517733,0.5408128342481792
1,1,1,0,-1.0,21,1,0.49077582342086784,0.5092241765790807
0,1,-1,1,,21,2,0.5292594326445528,0.4707405673554054
0,-1,-1,0,,21,-1,0.5400489721664955,0.45995102783352304
0,-1,-1,0,,21,-1,0.5561671551952632,0.44383284480473284
0,-1,-1,0,,21,-1,0.5780181300265161,0.42198186997349413
0,-1,-1,0,,21,-1,0.6061497893240725,0.39385021067590553
0,-1,-1,0,,21,-1,0.6412675080138713,0.3587324919861572
0,-1,-1,0,,21,-1,0.68425182989705,0.3157481701029657
0,-1,1,0,2.0,21,-1,0.7361805464590502,0.26381945354093805
1,-1,-1,1,,21,0,0.8731792579969737,0.12682074200300508
0,1,1,0,2.0,21,1,0.9211385951661158,0.07886140483387924
0,-1,-1,1,,21,0,0.9356557574187957,0.06434424258123439
1,-1,-1,0,,21,-1,0.9555172284706058,0.044482771529408584
0,1,-1,0,,21,1,0.9589623481492909,0.0410376518507454
0,-1,2,0,-10.0,21,-1,0.9553896455503986,0.044610354449633446
1,-1,1,2,3.0,21,1,0.9773685868438878,0.022631413156121213
0,1,1,1,0.0,21,2,0.9887248748392944,0.011275125160652507
1,-1,-1,1,,21,0,0.9919987592600273,0.008001240739936358
0,1,1,0,3.0,21,1,0.9909855136828797,0.009014486317095187
1,-1,1,1,3.0,21,0,0.984510526034919,0.015489473965037737
1,1,1,1,1.0,21,2,0.9718065564512871,0.028193443548687476
0,1,1,1,1.0,21,2,0.9633953750575767,0.03660462494243766
0,-1,2,1,10.0,21,0,0.935054176515279,0.06494582348470568
0,-1,1,2,2.0,21,1,0.9378144498832328,0.06218555011677859
1,-1,-1,1,,21,0,0.9610488877775153,0.038951112222444934
0,1,-1,0,,21,1,0.966820656316278,0.033179343683727484
0,-1,1,0,-1.0,21,-1,0.9663145399938583,0.03368546000618565
1,-1,1,1,-2.0,21,0,0.9804401510164005,0.01955984898365177
0,1,-1,1,,21,2,0.9874007691558644,0.012599230844082413
1,-1,1,0,0.0,21,-1,0.9904881620312608,0.00951183796868426
0,1,-1,1,,21,2,0.9911623982298021,0.008837601770162566
1,-1,-1,0,,21,-1,0.9897423328935553,0.010257667106459518
0,1,1,0,3.0,21,1,0.9821012623689452,0.017898737631091618
0,-1,2,1,10.0,21,0,0.9593812218244411,0.04061877817558462
0,-1,-1,2,,21,1,0.9619590189157143,0.03804098108432054
1,-1,1,0,-2.0,21,-1,0.9685417917671774,0.031458208232809814
1,1,-1,1,,21,2,0.968925300186171,0.031074699813777043
0,1,1,0,1.0,21,1,0.9839438036824217,0.016056196317625983
1,-1,1,1,-2.0,21,0,0.988271202304861,0.011728797695149685
0,1,2,1,10.0,21,2,0.9895333562341178,0.010466643765834699
0,-1,-1,2,,21,1,0.9862382712193657,0.01376172878059277
0,-1,-1,0,,21,-1,0.9862502332222624,0.013749766777773408
1,-1,-1,0,,21,-1,0.9895695421786614,0.010430457821391561
1,1,1,0,-2.0,21,1,0.9877485206675294,0.012251479332442656
1,1,1,1,1.0,21,2,0.9891549924938045,0.010845007506203014
0,1,-1,1,,21,2,0.9938242236169217,0.00617577638307772
1,-1,-1,0,,21,-1,0.9964125521644165,0.003587447835589912
0,1,1,0,2.0,21,1,0.996711705624262,0.003288294375690478
1,-1,2,1,-10.0,21,0,0.9950684797523828,0.004931520247672368
1,1,1,2,-3.0,21,3,0.9937798825319655,0.0062201174680264325
0,1,-1,1,,21,2,0.9954449242268449,0.004555075773189402
1,-1,1,0,0.0,21,-1,0.9961469701040313,0.003853029895963618
0,1,-1,1,,21,2,0.9962180268675909,0.003781973132460182
1,-1,1,0,3.0,21,-1,0.9956916981927936,0.004308301807184006
0,1,-1,1,,21,2,0.9943190763458326,0.005680923654127007
1,-1,1,0,-3.0,21,-1,0.9914510304510034,0.00854896954902745
1,1,2,1,10.0,21,2,0.9857312239850534,0.014268776014984469
0,1,-1,2,,21,3,0.9824153377664929,0.017584662233507308
1,-1,1,0,0.0,21,-1,0.9741746767575344,0.025825323242498487
0,1,-1,1,,21,2,0.9571121242762817,0.04288787572368107
1,-1,-1,0,,21,-1,0.9231585754496052,0.07684142455041666
1,1,-1,0,,21,1,0.8263377069248226,0.17366229307517872
0,1,-1,0,,21,1,0.7912183484427744,0.20878165155724918
0,-1,1,0,-3.0,21,-1,0.7176118212732362,0.282388178726768
0,-1,-1,1,,21,0,0.694342509991188,0.30565749000877673
1,-1,2,0,10.0,21,-1,0.6772165532915436,0.32278344670848974
1,1,1,2,3.0,21,3,0.6460531831349159,0.35394681686511914
1,1,-1,1,,21,2,0.6216103338789142,0.3783896661211232
1,1,1,0,0.0,21,1,0.6286212791893472,0.3713787208106842
1,1,1,1,1.0,21,2,0.6410402386908098,0.35895976130922697
1,1,1,1,0.0,21,2,0.659178606124604,0.34082139387543325
1,1,-1,1,,21,2,0.6834911840122079,0.3165088159878392
1,1,2,0,-10.0,21,1,0.7598186132835555,0.24018138671641964
0,1,1,2,-1.0,21,3,0.8394906344692004,0.16050936553085404
1,-1,-1,1,,21,0,0.8645607521497314,0.13543924785027575
0,1,-1,0,,21,1,0.8640916768474985,0.13590832315251042
0,-1,1,0,1.0,21,-1,0.8487774890131721,0.15122251098677686
1,-1,1,1,3.0,21,0,0.8573794827273906,0.14262051727257644
1,1,1,1,0.0,21,2,0.8515735637748649,0.148426436225163
0,1,-1,1,,21,2,0.8507737724458863,0.1492262275540719
0,-1,-1,0,,21,-1,0.8343294826226105,0.16567051737735033
1,-1,2,0,-10.0,21,-1,0.8234394798926455,0.17656052010734144
0,1,-1,2,,21,3,0.8027124857565588,0.19728751424341714
0,-1,1,0,3.0,21,-1,0.7545731976330635,0.2454268023669167
0,-1,-1,1,,21,0,0.743920418033567,0.2560795819664542
0,-1,1,0,2.0,21,-1,0.7386890644390818,0.26131093556089924
0,-1,-1,1,,21,0,0.7628685223918029,0.2371314776081438
1,-1,2,0,-10.0,21,-1,0.7938960728905555,0.20610392710941886
0,1,-1,2,,21,3,0.8124762803437475,0.1875237196562657
1,-1,1,0,0.0,21,-1,0.813520154455939,0.18647984554401967
1,1,1,1,0.0,21,2,0.7975213569872279,0.20247864301281393
0,1,-1,1,,21,2,0.787137247663277,0.21286275233674612
0,-1,1,0,2.0,21,-1,0.7547715991362514,0.24522840086373243
1,-1,2,1,-10.0,21,0,0.7536702852747009,0.24632971472528364
1,1,1,2,-1.0,21,3,0.7425864240598942,0.25741357594009945
0,1,1,1,1.0,21,2,0.7369411444705479,0.2630588555295081
0,-1,-1,1,,21,0,0.6930159719758783,0.3069840280241112
0,-1,1,0,-2.0,21,-1,0.6571713173194856,0.3428286826804611
0,-1,-1,1,,21,0,0.6554041683882813,0.34459583161171636
0,-1,-1,0,,21,-1,0.6588856180326723,0.3411143819673568
0,-1,1,0,2.0,21,-1,0.6677029603314918,0.3322970396684953
0,-1,-1,1,,21,0,0.7147103791179988,0.28528962088204246
1,-1,2,0,10.0,21,-1,0.7712569246814046,0.22874307531857568
0,1,1,2,-3.0,21,3,0.8085993724338912,0.19140062756613657
0,-1,-1,1,,21,0,0.8129020235629163,0.18709797643710482
0,-1,-1,0,,21,-1,0.8224657476570725,0.17753425234296374
0,-1,-1,0,,21,-1,0.8375303461123667,0.16246965388764548
1,-1,1,0,-3.0,21,-1,0.8584735495812169,0.14152645041876363
1,1,1,1,-1.0,21,2,0.8630728052737954,0.13692719472619827
0,1,-1,1,,21,2,0.872738715447833,0.12726128455221822
0,-1,-1,0,,21,-1,0.8687311101210307,0.13126888987900465
1,-1,1,0,-3.0,21,-1,0.8696102915658532,0.13038970843415437
1,0,-1,0,,22,0,0.9739778662983529,0.026022133701706873
0,1,-1,0,,22,1,0.9853173166421505,0.014682683357943163
1,-1,1,0,-2.0,22,-1,0.9910310391215006,0.008968960878566799
0,1,-1,1,,22,2,0.9938211280422948,0.006178871957695801
1,-1,1,0,0.0,22,-1,0.9950070530522063,0.004992946947792281
0,1,-1,1,,22,2,0.9951496536438288,0.004850346356205256
1,-1,2,0,10.0,22,-1,0.9943163675073229,0.005683632492724241
0,1,1,2,-2.0,22,3,0.9937696963178321,0.006230303682195507
1,-1,1,1,-1.0,22,0,0.9893003155596155,0.010699684440305612
0,1,1,1,1.0,22,2,0.9806842641583373,0.019315735841647776
0,-1,-1,1,,22,0,0.9553607350187686,0.04463926498114131
0,-1,1,0,-2.0,22,-1,0.9358367211055126,0.06416327889457114
1,-1,2,1,-10.0,22,0,0.9355620924497339,0.06443790755021486
1,1,1,2,1.0,22,3,0.9309622869928176,0.0690377130071138
0,1,-1,1,,22,2,0.9307364368689908,0.06926356313104647
0,-1,1,0,0.0,22,-1,0.9203311383268851,0.07966886167305551
0,-1,-1,1,,22,0,0.928589101027573,0.07141089897250846
1,-1,1,0,1.0,22,-1,0.9416581878048276,0.05834181219515057
0,1,-1,1,,22,2,0.9447748078917106,0.05522519210837159
0,-1,-1,0,,22,-1,0.9394128518068535,0.060587148193196334
1,-1,1,0,1.0,22,-1,0.9383407332359399,0.06165926676406173
1,1,2,1,-10.0,22,2,0.9275855827734367,0.07241441722646695
0,1,-1,2,,22,3,0.9192557087535006,0.08074429124644765
0,-1,1,0,3.0,22,-1,0.8968642202019619,0.10313577979811381
0,-1,1,1,1.0,22,0,0.8972281839807805,0.10277181601926998
1,-1,1,1,2.0,22,0,0.9206624717546834,0.07933752824522282
0,1,-1,1,,22,2,0.9297476851726739,0.0702523148272676
0,-1,-1,0,,22,-1,0.9287803408282419,0.0712196591716654
0,-1,-1,0,,22,-1,0.9321942213767349,0.06780577862332052
